Unit,Region,Station,Addr,Lat,Lon
內政部,南投縣,南投縣政府警察局竹山分局,557南投縣竹山鎮集山路三段968號,23.75702,120.682813
內政部,南投縣,南投縣政府警察局南投分局南投派出所,540南投縣南投市彰南路2段109號,23.910262,120.68327
內政部,南投縣,南投縣政府警察局竹山分局溪頭派出所,558南投縣鹿谷鄉內湖村興產路1-20號,23.673308,120.795373
內政部,南投縣,南投縣政府警察局集集分局德化派出所,555南投縣魚池鄉日月村中正路166號,23.868257,120.952334
內政部,南投縣,南投縣政府警察局集集分局車埕派出所,553南投縣水里鄉車埕村民權巷108號,23.833984,120.866428
內政部,嘉義縣,嘉義縣警察局,612嘉義縣太保市安仁里祥和一路東段3號,23.4586716,120.2948447
內政部,嘉義縣,嘉義縣警察局民雄分局,621嘉義縣民雄鄉民族路21號,23.5551937,120.4301903
內政部,嘉義縣,嘉義縣警察局朴子分局,613嘉義縣朴子市光復路33號,23.4651891,120.2463659
內政部,嘉義縣,嘉義縣警察局布袋分局,625嘉義縣布袋鎮光復里自由路1號,23.3783134,120.1664608
內政部,嘉義縣,嘉義縣警察局水上分局,608嘉義縣水上鄉中興路528號,23.4323906,120.3991468
內政部,嘉義縣,嘉義縣警察局中埔分局,606嘉義縣中埔鄉中正路66號,23.424845,120.5237792
內政部,嘉義縣,嘉義縣警察局竹崎分局,604嘉義縣竹崎鄉竹崎村中山路72號,23.5231089,120.5508755
內政部,臺南市,臺南市政府警察局,730臺南市新營區中正路3號,23.305286,120.316295
內政部,臺南市,臺南市政府警察局新營分局,730臺南市新營區中山路119號,23.304773,120.31764
內政部,臺南市,臺南市政府警察局善化分局,741臺南市善化區興農路461號,23.129685,120.268385
內政部,澎湖縣,澎湖縣政府警察局一樓大廳,880澎湖縣馬公市治平路36號,23.570007,119.565911
內政部,澎湖縣,澎湖縣政府警察局望安分局,882澎湖縣望安鄉東安村57號,23.356371,119.500221
內政部,高雄市,高雄市政府警察局,801高雄市前金區中中四路260號,22.627856,120.290712
內政部,金門縣,金門縣警察局,893金門縣金山路15號,24.254,118.1921
內政部,桃園市,內政部警政署航空警察局,337桃園市大園區埔心里航勤北路27號,25.085412,121.25278
內政部,桃園市,內政部警政署航空警察局刑事警察大隊,337桃園市大園區埔心里航勤北路27號,25.085412,121.25278
內政部,桃園市,內政部警政署航空警察局保安警察大隊,337桃園市大園區埔心里航勤北路27號,25.085412,121.25278
內政部,桃園市,內政部警政署航空警察局安全檢查大隊,337桃園市大園區埔心里航勤北路27號,25.085412,121.25278
